item,empleados,pais,paisLabel,geo,personaLabel,empleado,profesionLabel
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q45905508,researcher
http://www.wikidata.org/entity/Q386372,3000,http://www.wikidata.org/entity/Q20,Norway,Point(9.593055555 59.191111111),,http://www.wikidata.org/entity/Q82928743,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q47402986,physicist
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q47402986,university teacher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q50745024,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q50949394,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q51107500,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q51126735,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q51300652,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q51553294,researcher
http://www.wikidata.org/entity/Q386372,3000,http://www.wikidata.org/entity/Q20,Norway,Point(9.593055555 59.191111111),,http://www.wikidata.org/entity/Q87811187,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q52656078,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q52744276,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q5040532,gynaecologist
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q55475918,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q55711500,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q56107801,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q56986030,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57015648,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57020748,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57051045,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57074115,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57075571,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57081193,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57089916,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q30505002,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57159911,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57161464,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57332397,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57546533,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57612298,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57612301,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q56986030,microbiologist
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58199546,professor
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57910144,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58071988,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58224814,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58412827,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58660694,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58199546,geneticist
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58751065,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q58810815,researcher
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q57173358,cardiologist
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84412,sex educator
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q232336,physician
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q41113750,researcher
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q232336,essayist
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q232336,psychoanalyst
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q232336,psychiatrist
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q42374316,researcher
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q1150110,psychiatrist
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q56481128,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q57044017,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84573,histologist
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q61896822,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q62016755,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q61324493,nurse
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q37643375,researcher
http://www.wikidata.org/entity/Q190655,1056,http://www.wikidata.org/entity/Q1030,Namibia,Point(17.07095 -22.55417778),,http://www.wikidata.org/entity/Q16733226,ophthalmologist
http://www.wikidata.org/entity/Q386372,3000,http://www.wikidata.org/entity/Q20,Norway,Point(9.593055555 59.191111111),,http://www.wikidata.org/entity/Q4768650,handball player
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q82653799,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84370963,researcher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q87281982,researcher
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q54675815,researcher
http://www.wikidata.org/entity/Q319026,500,http://www.wikidata.org/entity/Q183,Germany,Point(13.3706 52.5556),,http://www.wikidata.org/entity/Q9294801,physician
http://www.wikidata.org/entity/Q319026,500,http://www.wikidata.org/entity/Q183,Germany,Point(13.3706 52.5556),,http://www.wikidata.org/entity/Q9294801,ophthalmologist
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q59977284,researcher
http://www.wikidata.org/entity/Q577131,1713,http://www.wikidata.org/entity/Q39,Switzerland,Point(8.5706 47.3527),,http://www.wikidata.org/entity/Q61961449,psychotherapist
http://www.wikidata.org/entity/Q602748,11500,http://www.wikidata.org/entity/Q16,Canada,Point(-73.600974 45.472891),,http://www.wikidata.org/entity/Q2885924,jurist
http://www.wikidata.org/entity/Q386372,3000,http://www.wikidata.org/entity/Q20,Norway,Point(9.593055555 59.191111111),,http://www.wikidata.org/entity/Q47704659,researcher
http://www.wikidata.org/entity/Q386372,3000,http://www.wikidata.org/entity/Q20,Norway,Point(9.593055555 59.191111111),,http://www.wikidata.org/entity/Q59160807,researcher
http://www.wikidata.org/entity/Q386372,3000,http://www.wikidata.org/entity/Q20,Norway,Point(9.593055555 59.191111111),,http://www.wikidata.org/entity/Q60650914,physician
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84412,writer
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q113617,politician
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84412,philosopher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84573,university teacher
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84412,academic
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84412,psychoanalyst
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84412,psychiatrist
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q84573,pathologist
http://www.wikidata.org/entity/Q180080,8893,http://www.wikidata.org/entity/Q40,Austria,Point(16.3475 48.22),,http://www.wikidata.org/entity/Q113617,non-fiction writer
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q24191073,psychiatrist
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q28913766,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q30506156,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q30537260,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q37380141,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q37829825,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q37830856,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q38323868,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q38329018,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q38545095,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q38641417,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q38803024,university teacher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q38803024,statistician
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q40056804,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q40094534,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q40391382,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q41195760,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q41895302,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q41950992,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q42293454,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q42434014,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q42627478,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q42764880,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q43064305,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q43160840,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q43195695,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q43892750,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q44277767,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q46122321,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q46162280,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q46345443,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q46732389,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q47139688,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q47147897,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q47153262,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q47316902,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q47395109,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q47451175,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q47527134,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q50419465,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q50582995,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q50611534,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q50727206,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q51001422,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q51485889,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q51531524,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q51679192,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q51696379,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q52627461,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q52733272,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q53972545,physiologist
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q54018152,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q54381583,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q55089947,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q55187250,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q55302470,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q55414164,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q55756031,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q56252250,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q56440396,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q56594557,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q56606123,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q56654451,researcher
http://www.wikidata.org/entity/Q1689257,7219,http://www.wikidata.org/entity/Q39,Switzerland,Point(7.583055555 47.562777777),,http://www.wikidata.org/entity/Q56797782,researcher
